"","X","CustomerID","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day"
"366",369,7002,2022-07-30,315.41,"Suite","2022-07","2022","07","30"
"367",370,7117,2024-01-06,452.79,"Specialty Suite","2024-01","2024","01","06"
"368",371,2698,2023-11-23,247.19,"Premier","2023-11","2023","11","23"
"369",372,5993,2024-07-07,511.95,"Standard","2024-07","2024","07","07"
"370",373,2289,2023-09-10,434.45,"Suite","2023-09","2023","09","10"
"371",374,4658,2024-04-23,344.98,"Premier","2024-04","2024","04","23"
"372",375,5700,2022-06-16,336.81,"Premier","2022-06","2022","06","16"
"373",376,6472,2024-07-23,278.36,"Premier","2024-07","2024","07","23"
"374",377,2654,2020-09-13,246.48,"Standard","2020-09","0013","09","20"
"375",378,1523,2020-03-25,295.41,"Premier","2020-03","0025","03","20"
"376",379,2498,2024-06-26,393.89,"Standard","2024-06","2024","06","26"
"377",380,1415,2023-05-06,449.13,"Suite","2023-05","2023","05","06"
"378",381,1761,2023-08-06,458.64,"Suite","2023-08","2023","08","06"
"379",382,7560,2023-05-21,426.29,"Suite","2023-05","2023","05","21"
"380",383,3213,2023-03-27,400.76,"Suite","2023-03","2023","03","27"
"381",384,4539,2023-03-08,396.82,"Standard","2023-03","2023","03","08"
"382",385,7289,2020-10-22,393.54,"Specialty Suite","2020-10","0022","10","20"
"383",386,2787,2022-12-22,444.91,"Suite","2022-12","2022","12","22"
"384",387,1570,2023-05-09,353.26,"Specialty Suite","2023-05","2023","05","09"
"385",388,1751,2022-10-27,337.45,"Premier","2022-10","2022","10","27"
"386",389,6098,2023-10-18,341.96,"Standard","2023-10","2023","10","18"
"387",390,4700,2022-04-18,336.09,"Specialty Suite","2022-04","2022","04","18"
"388",391,7037,2024-07-14,428.84,"Presidential","2024-07","2024","07","14"
"389",392,57,2023-03-01,427.29,"Specialty Suite","2023-03","2023","03","01"
"390",393,3671,2022-08-19,294.58,"Premier","2022-08","2022","08","19"
"391",394,5656,2022-11-23,334.2,"Standard","2022-11","2022","11","23"
"392",395,3864,2022-11-29,239.48,"Premier","2022-11","2022","11","29"
"393",396,2488,2023-01-25,336.8,"Specialty Suite","2023-01","2023","01","25"
"394",397,815,2024-05-23,303.95,"Specialty Suite","2024-05","2024","05","23"
"395",398,5394,2024-02-24,367.36,"Suite","2024-02","2024","02","24"
"396",399,4071,2023-08-12,522.26,"Suite","2023-08","2023","08","12"
"397",400,1366,2022-10-13,324.7,"Standard","2022-10","2022","10","13"
"398",401,6601,2023-03-29,363.22,"Specialty Suite","2023-03","2023","03","29"
"399",402,5853,2022-11-25,434.7,"Suite","2022-11","2022","11","25"
"400",403,5559,2024-03-09,419.5,"Suite","2024-03","2024","03","09"
"401",404,5764,2023-06-29,393.38,"Standard","2023-06","2023","06","29"
"402",405,2998,2020-12-22,375.97,"Specialty Suite","2020-12","0022","12","20"
"403",406,3038,2023-09-16,308.44,"Suite","2023-09","2023","09","16"
"404",407,5371,2024-03-29,330.23,"Premier","2024-03","2024","03","29"
"405",408,2550,2023-02-19,411.4,"Suite","2023-02","2023","02","19"
"406",409,1814,2023-06-18,394.74,"Premier","2023-06","2023","06","18"
"407",410,3230,2023-11-21,313.09,"Specialty Suite","2023-11","2023","11","21"
"408",411,7205,2024-04-21,329.58,"Specialty Suite","2024-04","2024","04","21"
"409",412,34,2022-06-14,274.68,"Premier","2022-06","2022","06","14"
"410",413,6189,2023-09-22,287.04,"Premier","2023-09","2023","09","22"
"411",414,1563,2022-09-19,454,"Specialty Suite","2022-09","2022","09","19"
"412",415,7059,2024-05-22,376.41,"Suite","2024-05","2024","05","22"
"413",416,2588,2022-03-16,339.46,"Specialty Suite","2022-03","2022","03","16"
"414",417,5670,2022-11-26,297.8,"Premier","2022-11","2022","11","26"
"415",418,3888,2023-09-20,264.41,"Specialty Suite","2023-09","2023","09","20"
"416",419,2054,2022-09-14,212.95,"Suite","2022-09","2022","09","14"
"417",420,6462,2023-11-22,301.01,"Specialty Suite","2023-11","2023","11","22"
"418",421,5086,2022-04-18,397.68,"Premier","2022-04","2022","04","18"
"419",422,3996,2023-04-22,486.98,"Suite","2023-04","2023","04","22"
"420",423,7237,2024-03-14,355.7,"Premier","2024-03","2024","03","14"
"421",424,786,2022-07-14,330.14,"Suite","2022-07","2022","07","14"
"422",425,1291,2022-06-06,395.19,"Standard","2022-06","2022","06","06"
"423",426,4167,2024-04-28,465.36,"Suite","2024-04","2024","04","28"
"424",427,6926,2023-01-29,480.69,"Premier","2023-01","2023","01","29"
"425",428,5396,2020-06-24,324.45,"Specialty Suite","2020-06","0024","06","20"
"426",429,2356,2024-02-10,367.5,"Specialty Suite","2024-02","2024","02","10"
"427",430,4172,2023-10-17,396.66,"Specialty Suite","2023-10","2023","10","17"
"428",431,7244,2022-02-02,382.65,"Premier","2022-02","2022","02","02"
"429",432,2829,2022-09-18,406.61,"Suite","2022-09","2022","09","18"
"430",433,2282,2022-09-02,138.07,"Specialty Suite","2022-09","2022","09","02"
"431",434,709,2023-06-02,383.87,"Specialty Suite","2023-06","2023","06","02"
"432",435,1679,2024-05-05,386.25,"Premier","2024-05","2024","05","05"
"433",436,4048,2024-03-10,274.82,"Premier","2024-03","2024","03","10"
"434",437,4017,2022-02-19,367.61,"Premier","2022-02","2022","02","19"
"435",438,5137,2023-02-02,380.21,"Premier","2023-02","2023","02","02"
"436",439,5335,2022-06-06,384.05,"Standard","2022-06","2022","06","06"
"437",440,38,2023-01-23,343.47,"Specialty Suite","2023-01","2023","01","23"
"438",441,190,2022-04-13,334.21,"Premier","2022-04","2022","04","13"
"439",442,5568,2022-05-16,396.78,"Specialty Suite","2022-05","2022","05","16"
"440",443,5945,2022-02-08,228.44,"Premier","2022-02","2022","02","08"
"441",444,1491,2022-05-06,334.41,"Specialty Suite","2022-05","2022","05","06"
"442",445,5413,2023-02-21,296.56,"Specialty Suite","2023-02","2023","02","21"
"443",446,5873,2023-11-18,320.97,"Specialty Suite","2023-11","2023","11","18"
"444",447,401,2022-09-14,455.21,"Suite","2022-09","2022","09","14"
"445",448,4133,2023-01-06,283.38,"Standard","2023-01","2023","01","06"
"446",449,7686,2024-07-22,289.28,"Suite","2024-07","2024","07","22"
"447",450,2390,2022-08-03,348.45,"Premier","2022-08","2022","08","03"
"448",451,6983,2022-07-12,303.36,"Standard","2022-07","2022","07","12"
"449",452,7831,2022-11-13,403.29,"Specialty Suite","2022-11","2022","11","13"
"450",453,944,2024-02-08,352.6,"Suite","2024-02","2024","02","08"
"451",454,5283,2022-04-17,313.17,"Premier","2022-04","2022","04","17"
"452",455,4878,2022-11-01,417.41,"Suite","2022-11","2022","11","01"
"453",456,5056,2023-01-04,402.8,"Specialty Suite","2023-01","2023","01","04"
"454",457,6050,2024-06-22,249.02,"Standard","2024-06","2024","06","22"
"455",458,7621,2022-12-14,390.3,"Premier","2022-12","2022","12","14"
"456",459,1708,2022-03-07,393.32,"Suite","2022-03","2022","03","07"
"457",460,7160,2024-04-09,301.55,"Standard","2024-04","2024","04","09"
"458",461,5599,2023-05-22,232.03,"Premier","2023-05","2023","05","22"
"459",462,3360,2022-10-17,339.39,"Specialty Suite","2022-10","2022","10","17"
"460",463,5602,2023-11-22,406.8,"Premier","2023-11","2023","11","22"
"461",464,438,2022-02-02,358.42,"Premier","2022-02","2022","02","02"
"462",465,4761,2022-05-27,388.8,"Standard","2022-05","2022","05","27"
"463",466,4963,2023-07-30,233.35,"Premier","2023-07","2023","07","30"
"464",467,3027,2024-07-28,417.22,"Specialty Suite","2024-07","2024","07","28"
"465",468,346,2023-08-06,420.04,"Suite","2023-08","2023","08","06"
"466",469,4898,2023-10-19,257.7,"Specialty Suite","2023-10","2023","10","19"
"467",470,2172,2022-11-15,347.33,"Standard","2022-11","2022","11","15"
"468",471,898,2022-12-21,424.96,"Specialty Suite","2022-12","2022","12","21"
"469",472,3268,2023-06-06,411.58,"Premier","2023-06","2023","06","06"
"470",473,2221,2022-09-25,376.72,"Standard","2022-09","2022","09","25"
"471",474,1322,2024-05-06,514.2,"Specialty Suite","2024-05","2024","05","06"
"472",475,3236,2024-03-03,256.83,"Specialty Suite","2024-03","2024","03","03"
"473",476,989,2023-03-21,432.79,"Suite","2023-03","2023","03","21"
"474",477,6649,2023-01-08,251.69,"Premier","2023-01","2023","01","08"
"475",478,1198,2023-02-11,403.69,"Specialty Suite","2023-02","2023","02","11"
"476",479,1075,2024-06-04,212.71,"Premier","2024-06","2024","06","04"
"477",480,3221,2022-09-16,319.74,"Specialty Suite","2022-09","2022","09","16"
"478",481,1539,2022-03-18,296.71,"Standard","2022-03","2022","03","18"
"479",482,4617,2024-05-05,282.06,"Suite","2024-05","2024","05","05"
"480",483,6940,2023-03-17,411.86,"Standard","2023-03","2023","03","17"
"481",484,2016,2023-08-23,366.44,"Specialty Suite","2023-08","2023","08","23"
"482",486,1017,2023-12-18,404.46,"Specialty Suite","2023-12","2023","12","18"
"483",487,5793,2022-07-18,401.45,"Specialty Suite","2022-07","2022","07","18"
"484",488,5712,2023-11-12,256.22,"Suite","2023-11","2023","11","12"
"485",489,3733,2024-05-10,425.15,"Specialty Suite","2024-05","2024","05","10"
"486",490,4137,2022-02-05,247.96,"Premier","2022-02","2022","02","05"
"487",491,7847,2022-05-27,471.84,"Specialty Suite","2022-05","2022","05","27"
"488",492,3259,2022-07-17,426.92,"Premier","2022-07","2022","07","17"
"489",493,308,2024-06-10,398.87,"Specialty Suite","2024-06","2024","06","10"
"490",494,3881,2023-07-27,416.06,"Suite","2023-07","2023","07","27"
"491",495,666,2022-06-14,317.6,"Premier","2022-06","2022","06","14"
"492",496,1048,2023-10-14,281.49,"Standard","2023-10","2023","10","14"
"493",497,1328,2024-01-09,319.5,"Premier","2024-01","2024","01","09"
"494",498,727,2022-11-11,261.98,"Specialty Suite","2022-11","2022","11","11"
"495",499,6279,2022-06-22,340.67,"Premier","2022-06","2022","06","22"
"496",500,6764,2024-06-08,206.62,"Specialty Suite","2024-06","2024","06","08"
"497",501,5696,2023-07-25,362.09,"Specialty Suite","2023-07","2023","07","25"
"498",502,2397,2023-01-22,394.45,"Suite","2023-01","2023","01","22"
"499",503,3391,2023-06-09,445.86,"Suite","2023-06","2023","06","09"
"500",504,6184,2022-02-11,324.82,"Specialty Suite","2022-02","2022","02","11"
"501",505,4151,2023-09-04,398.91,"Standard","2023-09","2023","09","04"
"502",506,6656,2023-01-03,448.16,"Specialty Suite","2023-01","2023","01","03"
"503",507,5229,2023-04-24,443.69,"Specialty Suite","2023-04","2023","04","24"
"504",508,1739,2022-03-05,441.83,"Specialty Suite","2022-03","2022","03","05"
"505",509,6198,2020-03-08,359.13,"Specialty Suite","2020-03","0008","03","20"
"506",510,4469,2022-06-13,271.57,"Specialty Suite","2022-06","2022","06","13"
"507",511,5917,2024-01-09,280.01,"Suite","2024-01","2024","01","09"
"508",512,2978,2024-06-15,381.05,"Standard","2024-06","2024","06","15"
"509",513,4456,2023-10-03,470.88,"Suite","2023-10","2023","10","03"
"510",514,5679,2022-06-01,437.9,"Specialty Suite","2022-06","2022","06","01"
"511",515,4274,2023-03-18,430.98,"Specialty Suite","2023-03","2023","03","18"
"512",516,7641,2024-05-09,521.29,"Premier","2024-05","2024","05","09"
"513",517,4477,2020-01-20,320.61,"Premier","2020-01","0020","01","20"
"514",518,2434,2023-12-22,344.03,"Specialty Suite","2023-12","2023","12","22"
"515",519,7575,2022-09-02,376.27,"Specialty Suite","2022-09","2022","09","02"
"516",520,1372,2020-08-17,393.89,"Standard","2020-08","0017","08","20"
"517",521,4618,2023-09-03,177.53,"Standard","2023-09","2023","09","03"
"518",522,7924,2022-06-09,464.01,"Suite","2022-06","2022","06","09"
"519",523,5508,2023-11-20,383.76,"Premier","2023-11","2023","11","20"
"520",524,1746,2022-12-17,301.61,"Premier","2022-12","2022","12","17"
"521",525,5019,2022-10-03,321.16,"Standard","2022-10","2022","10","03"
"522",526,2849,2022-04-01,403.87,"Specialty Suite","2022-04","2022","04","01"
"523",527,7922,2022-06-07,376.45,"Premier","2022-06","2022","06","07"
"524",528,731,2024-03-26,208.48,"Premier","2024-03","2024","03","26"
"525",529,7239,2022-03-10,306.55,"Suite","2022-03","2022","03","10"
"526",530,6319,2024-05-23,398.22,"Premier","2024-05","2024","05","23"
"527",531,7033,2022-09-28,321.34,"Standard","2022-09","2022","09","28"
"528",532,4766,2024-05-29,297.11,"Premier","2024-05","2024","05","29"
"529",533,7002,2022-10-05,557.56,"Specialty Suite","2022-10","2022","10","05"
"530",534,4640,2024-01-10,303.86,"Premier","2024-01","2024","01","10"
"531",535,7815,2022-07-08,366.36,"Specialty Suite","2022-07","2022","07","08"
"532",536,7020,2023-07-18,330.28,"Premier","2023-07","2023","07","18"
"533",537,7482,2023-11-19,374.77,"Standard","2023-11","2023","11","19"
"534",538,4121,2022-04-08,427.05,"Suite","2022-04","2022","04","08"
"535",539,3342,2023-11-13,270.22,"Specialty Suite","2023-11","2023","11","13"
"536",540,6524,2022-01-17,415.22,"Specialty Suite","2022-01","2022","01","17"
"537",541,894,2022-07-09,401.22,"Specialty Suite","2022-07","2022","07","09"
"538",542,2419,2023-07-09,439.63,"Specialty Suite","2023-07","2023","07","09"
"539",543,2676,2022-07-09,367.38,"Premier","2022-07","2022","07","09"
"540",544,828,2024-05-31,294.23,"Specialty Suite","2024-05","2024","05","31"
"541",545,5852,2024-07-27,380.29,"Premier","2024-07","2024","07","27"
"542",546,889,2022-06-13,251.4,"Standard","2022-06","2022","06","13"
"543",547,2993,2022-11-26,416.2,"Premier","2022-11","2022","11","26"
"544",548,4546,2022-09-25,234.28,"Premier","2022-09","2022","09","25"
"545",549,7452,2022-05-16,344.93,"Standard","2022-05","2022","05","16"
"546",550,2388,2022-11-27,366.44,"Premier","2022-11","2022","11","27"
"547",551,3471,2024-01-11,415.48,"Suite","2024-01","2024","01","11"
"548",552,4016,2022-09-26,421.4,"Suite","2022-09","2022","09","26"
"549",553,2229,2024-03-12,418,"Specialty Suite","2024-03","2024","03","12"
"550",554,6612,2023-09-23,267.48,"Specialty Suite","2023-09","2023","09","23"
"551",555,3810,2023-07-20,194.83,"Specialty Suite","2023-07","2023","07","20"
"552",556,3583,2022-06-02,340.06,"Specialty Suite","2022-06","2022","06","02"
"553",557,6301,2022-08-08,332.62,"Premier","2022-08","2022","08","08"
"554",558,3256,2023-07-29,268.01,"Specialty Suite","2023-07","2023","07","29"
"555",559,7028,2023-09-21,311.02,"Standard","2023-09","2023","09","21"
"556",560,3962,2022-01-12,404.97,"Suite","2022-01","2022","01","12"
"557",561,5305,2022-01-07,337.97,"Premier","2022-01","2022","01","07"
"558",562,532,2024-03-26,311.59,"Specialty Suite","2024-03","2024","03","26"
"559",563,3856,2023-09-27,298.51,"Premier","2023-09","2023","09","27"
"560",564,3596,2022-04-24,296.42,"Premier","2022-04","2022","04","24"
"561",565,6000,2022-12-20,360.18,"Specialty Suite","2022-12","2022","12","20"
"562",566,5446,2022-08-24,347.8,"Suite","2022-08","2022","08","24"
"563",567,4940,2024-06-12,318.44,"Suite","2024-06","2024","06","12"
"564",568,7060,2022-08-10,378.05,"Specialty Suite","2022-08","2022","08","10"
"565",569,6032,2022-07-29,334.12,"Standard","2022-07","2022","07","29"
"566",570,4141,2022-10-04,453.42,"Specialty Suite","2022-10","2022","10","04"
"567",571,1063,2024-05-07,511.31,"Suite","2024-05","2024","05","07"
"568",572,1556,2022-09-14,405.13,"Suite","2022-09","2022","09","14"
"569",573,4840,2024-04-02,435.89,"Suite","2024-04","2024","04","02"
"570",574,5275,2024-06-14,501.3,"Suite","2024-06","2024","06","14"
"571",575,1248,2022-03-31,409.82,"Suite","2022-03","2022","03","31"
"572",576,2440,2023-01-24,360.77,"Specialty Suite","2023-01","2023","01","24"
"573",577,3238,2020-11-26,412.53,"Specialty Suite","2020-11","0026","11","20"
"574",578,157,2022-06-22,339.57,"Standard","2022-06","2022","06","22"
"575",579,3050,2023-10-21,456.59,"Specialty Suite","2023-10","2023","10","21"
"576",580,1527,2022-08-19,409.63,"Suite","2022-08","2022","08","19"
"577",581,608,2022-12-13,257.77,"Specialty Suite","2022-12","2022","12","13"
"578",582,4097,2023-07-22,324.87,"Premier","2023-07","2023","07","22"
"579",583,5694,2020-10-01,380.68,"Standard","2020-10","0001","10","20"
"580",584,1204,2020-09-30,340.94,"Specialty Suite","2020-09","0030","09","20"
"581",585,4486,2022-05-23,278.05,"Specialty Suite","2022-05","2022","05","23"
"582",586,4436,2024-07-14,434.69,"Specialty Suite","2024-07","2024","07","14"
"583",587,2269,2022-02-22,363.42,"Specialty Suite","2022-02","2022","02","22"
"584",588,1659,2020-10-29,512.08,"Suite","2020-10","0029","10","20"
"585",589,3866,2024-02-08,419.84,"Presidential","2024-02","2024","02","08"
"586",590,324,2023-05-04,338.25,"Standard","2023-05","2023","05","04"
"587",591,2078,2022-11-30,435.78,"Premier","2022-11","2022","11","30"
"588",592,2980,2024-07-22,345.99,"Specialty Suite","2024-07","2024","07","22"
"589",593,1037,2024-04-20,371.71,"Standard","2024-04","2024","04","20"
"590",594,3859,2023-07-01,338,"Specialty Suite","2023-07","2023","07","01"
"591",595,6755,2024-06-12,384.41,"Specialty Suite","2024-06","2024","06","12"
"592",596,5660,2024-01-31,372.67,"Specialty Suite","2024-01","2024","01","31"
"593",597,7987,2022-12-25,534.89,"Suite","2022-12","2022","12","25"
"594",598,87,2020-05-02,437.98,"Specialty Suite","2020-05","0002","05","20"
"595",600,902,2022-02-06,318.3,"Specialty Suite","2022-02","2022","02","06"
"596",601,1894,2022-09-19,322.16,"Specialty Suite","2022-09","2022","09","19"
"597",602,627,2023-07-28,430.34,"Suite","2023-07","2023","07","28"
"598",603,7866,2024-03-18,357.87,"Specialty Suite","2024-03","2024","03","18"
"599",604,7285,2022-04-19,331.65,"Premier","2022-04","2022","04","19"
"600",605,1528,2024-04-02,282.8,"Premier","2024-04","2024","04","02"
"601",606,6618,2022-12-28,475.94,"Specialty Suite","2022-12","2022","12","28"
"602",607,7190,2022-12-09,277.87,"Premier","2022-12","2022","12","09"
"603",608,6220,2023-05-10,445.67,"Premier","2023-05","2023","05","10"
"604",609,5747,2024-07-29,445.19,"Suite","2024-07","2024","07","29"
"605",610,5875,2022-10-20,424.79,"Premier","2022-10","2022","10","20"
"606",611,4052,2023-04-18,401.37,"Suite","2023-04","2023","04","18"
"607",612,4753,2024-04-06,299.7,"Specialty Suite","2024-04","2024","04","06"
"608",613,2942,2024-04-20,420.75,"Suite","2024-04","2024","04","20"
"609",614,5814,2023-05-07,271.57,"Standard","2023-05","2023","05","07"
"610",615,6511,2023-12-10,254.14,"Specialty Suite","2023-12","2023","12","10"
"611",616,4047,2023-08-02,352.04,"Specialty Suite","2023-08","2023","08","02"
"612",617,6666,2022-06-16,535.51,"Specialty Suite","2022-06","2022","06","16"
"613",618,1375,2024-04-10,280.74,"Standard","2024-04","2024","04","10"
"614",619,1740,2022-03-19,388.97,"Specialty Suite","2022-03","2022","03","19"
"615",620,1044,2022-10-12,369.44,"Suite","2022-10","2022","10","12"
"616",621,2192,2024-02-13,364.39,"Specialty Suite","2024-02","2024","02","13"
"617",622,410,2022-09-24,270.73,"Specialty Suite","2022-09","2022","09","24"
"618",623,1449,2022-07-05,317.32,"Standard","2022-07","2022","07","05"
"619",624,7010,2022-01-07,489.85,"Suite","2022-01","2022","01","07"
"620",625,945,2023-05-03,294.87,"Premier","2023-05","2023","05","03"
"621",626,7688,2022-10-31,425.7,"Suite","2022-10","2022","10","31"
"622",627,4839,2023-07-04,319.33,"Premier","2023-07","2023","07","04"
"623",628,792,2024-01-30,352.63,"Standard","2024-01","2024","01","30"
"624",629,40,2022-06-09,271.7,"Premier","2022-06","2022","06","09"
"625",630,2114,2023-03-14,271.2,"Specialty Suite","2023-03","2023","03","14"
